Measure Names,Port Name,State,Year,Port Code,Measure Values
Foreign Total,Bridgeport,Connecticut,2019,C0311,"64,540"
Exports,Bridgeport,Connecticut,2019,C0311,
Imports,Bridgeport,Connecticut,2019,C0311,"64,540"
Total (tons),Bridgeport,Connecticut,2020,C0311,"3,239,212"
Domestic,Bridgeport,Connecticut,2020,C0311,"3,208,488"
Foreign Total,Bridgeport,Connecticut,2020,C0311,"30,724"
Exports,Bridgeport,Connecticut,2020,C0311,0
Imports,Bridgeport,Connecticut,2020,C0311,"30,724"
Total (tons),Bridgeport,Connecticut,2021,C0311,"1,751,337"
Domestic,Bridgeport,Connecticut,2021,C0311,"1,710,569"
Foreign Total,Bridgeport,Connecticut,2021,C0311,"40,768"
Exports,Bridgeport,Connecticut,2021,C0311,0
Imports,Bridgeport,Connecticut,2021,C0311,"40,768"
Total (tons),Bridgeport,Connecticut,2022,C0311,"1,221,276"
Domestic,Bridgeport,Connecticut,2022,C0311,"1,147,077"
Foreign Total,Bridgeport,Connecticut,2022,C0311,"74,199"
Exports,Bridgeport,Connecticut,2022,C0311,0
Imports,Bridgeport,Connecticut,2022,C0311,"74,199"
Total (tons),Brownsville,Texas,2010,C2420,"4,616,492"
Domestic,Brownsville,Texas,2010,C2420,"2,135,268"
Foreign Total,Brownsville,Texas,2010,C2420,"2,481,224"
Exports,Brownsville,Texas,2010,C2420,"223,931"
Imports,Brownsville,Texas,2010,C2420,"2,257,293"
Total (tons),Brownsville,Texas,2017,C2420,"7,763,455"
Domestic,Brownsville,Texas,2017,C2420,"3,444,641"
Foreign Total,Brownsville,Texas,2017,C2420,"4,318,814"
Exports,Brownsville,Texas,2017,C2420,"893,997"
Imports,Brownsville,Texas,2017,C2420,"3,424,817"
Total (tons),Brownsville,Texas,2018,C2420,"8,348,358"
Domestic,Brownsville,Texas,2018,C2420,"3,361,634"
Foreign Total,Brownsville,Texas,2018,C2420,"4,986,724"
Exports,Brownsville,Texas,2018,C2420,"726,777"
Imports,Brownsville,Texas,2018,C2420,"4,259,947"
Total (tons),Brownsville,Texas,2019,C2420,"6,632,612"
Domestic,Brownsville,Texas,2019,C2420,"2,692,627"
Foreign Total,Brownsville,Texas,2019,C2420,"3,939,985"
Exports,Brownsville,Texas,2019,C2420,"671,039"
Imports,Brownsville,Texas,2019,C2420,"3,268,946"
Total (tons),Brownsville,Texas,2020,C2420,"13,563,986"
Domestic,Brownsville,Texas,2020,C2420,"5,554,194"
Foreign Total,Brownsville,Texas,2020,C2420,"8,009,792"
Exports,Brownsville,Texas,2020,C2420,"617,108"
Imports,Brownsville,Texas,2020,C2420,"7,392,684"
Total (tons),Brownsville,Texas,2021,C2420,"8,860,199"
Domestic,Brownsville,Texas,2021,C2420,"3,110,267"
Foreign Total,Brownsville,Texas,2021,C2420,"5,749,932"
Exports,Brownsville,Texas,2021,C2420,"444,946"
Imports,Brownsville,Texas,2021,C2420,"5,304,986"
Total (tons),Brownsville,Texas,2022,C2420,"9,104,782"
Domestic,Brownsville,Texas,2022,C2420,"2,619,598"
Foreign Total,Brownsville,Texas,2022,C2420,"6,485,184"
Exports,Brownsville,Texas,2022,C2420,"986,929"
Imports,Brownsville,Texas,2022,C2420,"5,498,255"
Total (tons),Brunswick,Georgia,2010,C0780,"2,437,800"
Domestic,Brunswick,Georgia,2010,C0780,"20,236"
Foreign Total,Brunswick,Georgia,2010,C0780,"2,417,564"
Exports,Brunswick,Georgia,2010,C0780,"1,519,499"
Imports,Brunswick,Georgia,2010,C0780,"898,065"
Total (tons),Brunswick,Georgia,2017,C0780,"2,487,757"
Domestic,Brunswick,Georgia,2017,C0780,"68,285"
Foreign Total,Brunswick,Georgia,2017,C0780,"2,419,472"
Exports,Brunswick,Georgia,2017,C0780,"1,353,057"
Imports,Brunswick,Georgia,2017,C0780,"1,066,415"
Total (tons),Brunswick,Georgia,2018,C0780,"2,503,937"
Domestic,Brunswick,Georgia,2018,C0780,"84,380"
Foreign Total,Brunswick,Georgia,2018,C0780,"2,419,557"
Exports,Brunswick,Georgia,2018,C0780,"1,280,186"
Imports,Brunswick,Georgia,2018,C0780,"1,139,371"
Total (tons),Brunswick,Georgia,2019,C0780,"2,325,711"
Domestic,Brunswick,Georgia,2019,C0780,"85,577"
Foreign Total,Brunswick,Georgia,2019,C0780,"2,240,134"
Exports,Brunswick,Georgia,2019,C0780,"1,065,411"
Imports,Brunswick,Georgia,2019,C0780,"1,174,723"
Total (tons),Brunswick,Georgia,2020,C0780,"2,558,542"
Domestic,Brunswick,Georgia,2020,C0780,"151,145"
Foreign Total,Brunswick,Georgia,2020,C0780,"2,407,397"
Exports,Brunswick,Georgia,2020,C0780,"1,258,639"
Imports,Brunswick,Georgia,2020,C0780,"1,148,758"
Total (tons),Brunswick,Georgia,2021,C0780,"2,292,065"
Domestic,Brunswick,Georgia,2021,C0780,"63,788"
Foreign Total,Brunswick,Georgia,2021,C0780,"2,228,277"
Exports,Brunswick,Georgia,2021,C0780,"979,616"
Imports,Brunswick,Georgia,2021,C0780,"1,248,661"
Total (tons),Buffalo,New York,2010,I3230,"1,298,279"
Domestic,Buffalo,New York,2010,I3230,"610,884"
Foreign Total,Buffalo,New York,2010,I3230,"687,395"
Exports,Buffalo,New York,2010,I3230,"311,600"
Imports,Buffalo,New York,2010,I3230,"375,795"
Total (tons),Buffalo,New York,2018,I3230,"791,358"
Domestic,Buffalo,New York,2018,I3230,"546,846"
Foreign Total,Buffalo,New York,2018,I3230,"244,512"
Exports,Buffalo,New York,2018,I3230,
Imports,Buffalo,New York,2018,I3230,"244,512"
Total (tons),Buffington,Indiana,2010,L3737,"1,128,061"
Domestic,Buffington,Indiana,2010,L3737,"865,507"
Foreign Total,Buffington,Indiana,2010,L3737,"262,554"
Exports,Buffington,Indiana,2010,L3737,
Imports,Buffington,Indiana,2010,L3737,"262,554"
Total (tons),Buffington,Indiana,2017,L3737,"1,336,851"
Domestic,Buffington,Indiana,2017,L3737,"1,336,851"
Foreign Total,Buffington,Indiana,2017,L3737,
Exports,Buffington,Indiana,2017,L3737,
Imports,Buffington,Indiana,2017,L3737,
Total (tons),Buffington,Indiana,2018,L3737,"1,634,865"
Domestic,Buffington,Indiana,2018,L3737,"1,634,865"
Foreign Total,Buffington,Indiana,2018,L3737,
Exports,Buffington,Indiana,2018,L3737,
Imports,Buffington,Indiana,2018,L3737,
Total (tons),Buffington,Indiana,2019,L3737,"1,570,196"
Domestic,Buffington,Indiana,2019,L3737,"1,570,196"
Foreign Total,Buffington,Indiana,2019,L3737,
Exports,Buffington,Indiana,2019,L3737,
Imports,Buffington,Indiana,2019,L3737,
Total (tons),Burns Waterway Harbor,Indiana,2010,L3739,"6,055,201"
Domestic,Burns Waterway Harbor,Indiana,2010,L3739,"5,669,781"
Foreign Total,Burns Waterway Harbor,Indiana,2010,L3739,"385,420"
Exports,Burns Waterway Harbor,Indiana,2010,L3739,"128,499"
Imports,Burns Waterway Harbor,Indiana,2010,L3739,"256,921"
Total (tons),Burns Waterway Harbor,Indiana,2017,L3739,"8,672,913"
Domestic,Burns Waterway Harbor,Indiana,2017,L3739,"7,738,476"
Foreign Total,Burns Waterway Harbor,Indiana,2017,L3739,"934,437"
Exports,Burns Waterway Harbor,Indiana,2017,L3739,"23,149"
Imports,Burns Waterway Harbor,Indiana,2017,L3739,"911,288"
Total (tons),Burns Waterway Harbor,Indiana,2018,L3739,"8,496,097"
Domestic,Burns Waterway Harbor,Indiana,2018,L3739,"7,522,409"
Foreign Total,Burns Waterway Harbor,Indiana,2018,L3739,"973,688"
Exports,Burns Waterway Harbor,Indiana,2018,L3739,
Imports,Burns Waterway Harbor,Indiana,2018,L3739,"973,688"
Total (tons),Burns Waterway Harbor,Indiana,2019,L3739,"9,189,391"
Domestic,Burns Waterway Harbor,Indiana,2019,L3739,"7,998,233"
Foreign Total,Burns Waterway Harbor,Indiana,2019,L3739,"1,191,158"
Exports,Burns Waterway Harbor,Indiana,2019,L3739,
Imports,Burns Waterway Harbor,Indiana,2019,L3739,"1,191,158"
Total (tons),Calcite,Michigan,2010,L3620,"4,760,464"
Domestic,Calcite,Michigan,2010,L3620,"4,198,791"
Foreign Total,Calcite,Michigan,2010,L3620,"561,673"
Exports,Calcite,Michigan,2010,L3620,"551,344"
Imports,Calcite,Michigan,2010,L3620,"10,329"
Total (tons),Calcite,Michigan,2017,L3620,"7,401,788"
Domestic,Calcite,Michigan,2017,L3620,"7,332,152"
Foreign Total,Calcite,Michigan,2017,L3620,"69,636"
Exports,Calcite,Michigan,2017,L3620,"63,052"
Imports,Calcite,Michigan,2017,L3620,"6,584"
Total (tons),Calcite,Michigan,2018,L3620,"7,759,361"
Domestic,Calcite,Michigan,2018,L3620,"7,554,126"
Foreign Total,Calcite,Michigan,2018,L3620,"205,235"
Exports,Calcite,Michigan,2018,L3620,"126,584"
Imports,Calcite,Michigan,2018,L3620,"78,651"
Total (tons),Calcite,Michigan,2019,L3620,"8,081,804"
Domestic,Calcite,Michigan,2019,L3620,"7,953,844"
Foreign Total,Calcite,Michigan,2019,L3620,"127,960"
Exports,Calcite,Michigan,2019,L3620,"104,773"
Imports,Calcite,Michigan,2019,L3620,"23,187"
Total (tons),Calcite,Michigan,2020,L3620,"6,121,478"
Domestic,Calcite,Michigan,2020,L3620,"6,045,224"
Foreign Total,Calcite,Michigan,2020,L3620,"76,254"
Exports,Calcite,Michigan,2020,L3620,"18,298"
Imports,Calcite,Michigan,2020,L3620,"57,956"
Total (tons),Calhoun Port,Texas,2021,,"4,008,040"
Domestic,Calhoun Port,Texas,2021,,"1,914,979"
Foreign Total,Calhoun Port,Texas,2021,,"2,093,061"
Exports,Calhoun Port,Texas,2021,,"1,465,355"
Imports,Calhoun Port,Texas,2021,,"627,706"
Total (tons),Calhoun Port Authority,Texas,2020,,"4,760,443"
Domestic,Calhoun Port Authority,Texas,2020,,"2,621,886"
Foreign Total,Calhoun Port Authority,Texas,2020,,"2,138,557"
Exports,Calhoun Port Authority,Texas,2020,,"1,656,834"
Imports,Calhoun Port Authority,Texas,2020,,"481,723"
Total (tons),Calhoun Port Authority,Texas,2022,,"4,424,143"
Domestic,Calhoun Port Authority,Texas,2022,,"2,050,048"
Foreign Total,Calhoun Port Authority,Texas,2022,,"2,374,095"
Exports,Calhoun Port Authority,Texas,2022,,"1,677,607"
Imports,Calhoun Port Authority,Texas,2022,,"696,488"
Total (tons),Camden-Gloucester,New Jersey,2010,C0551,"5,369,118"
Domestic,Camden-Gloucester,New Jersey,2010,C0551,"2,167,252"
Foreign Total,Camden-Gloucester,New Jersey,2010,C0551,"3,201,866"
Exports,Camden-Gloucester,New Jersey,2010,C0551,"597,364"
Imports,Camden-Gloucester,New Jersey,2010,C0551,"2,604,502"
Total (tons),Camden-Gloucester,New Jersey,2017,C0551,"6,734,653"
Domestic,Camden-Gloucester,New Jersey,2017,C0551,"2,113,979"
Foreign Total,Camden-Gloucester,New Jersey,2017,C0551,"4,620,674"
Exports,Camden-Gloucester,New Jersey,2017,C0551,"644,126"
Imports,Camden-Gloucester,New Jersey,2017,C0551,"3,976,548"
Total (tons),Camden-Gloucester,New Jersey,2018,C0551,"5,500,928"
Domestic,Camden-Gloucester,New Jersey,2018,C0551,"1,561,860"
Foreign Total,Camden-Gloucester,New Jersey,2018,C0551,"3,939,068"
Exports,Camden-Gloucester,New Jersey,2018,C0551,"582,925"
Imports,Camden-Gloucester,New Jersey,2018,C0551,"3,356,143"
Total (tons),Camden-Gloucester,New Jersey,2019,C0551,"5,364,915"
Domestic,Camden-Gloucester,New Jersey,2019,C0551,"2,156,339"
Foreign Total,Camden-Gloucester,New Jersey,2019,C0551,"3,208,576"
Exports,Camden-Gloucester,New Jersey,2019,C0551,"761,904"
Imports,Camden-Gloucester,New Jersey,2019,C0551,"2,446,672"
Total (tons),Canaveral Port District,Florida,2020,C2160,"4,540,776"
Domestic,Canaveral Port District,Florida,2020,C2160,"1,106,268"
Foreign Total,Canaveral Port District,Florida,2020,C2160,"3,434,508"
Exports,Canaveral Port District,Florida,2020,C2160,"9,243"
Imports,Canaveral Port District,Florida,2020,C2160,"3,425,265"
Total (tons),Canaveral Port District,Florida,2022,C2160,"6,409,414"
Domestic,Canaveral Port District,Florida,2022,C2160,"1,521,237"
Foreign Total,Canaveral Port District,Florida,2022,C2160,"4,888,177"
Exports,Canaveral Port District,Florida,2022,C2160,"103,972"
Imports,Canaveral Port District,Florida,2022,C2160,"4,784,205"
Total (tons),Central Louisiana Regional,Louisiana,2020,,"2,846,161"
Domestic,Central Louisiana Regional,Louisiana,2020,,"2,846,161"
Foreign Total,Central Louisiana Regional,Louisiana,2020,,0
Exports,Central Louisiana Regional,Louisiana,2020,,0
Imports,Central Louisiana Regional,Louisiana,2020,,0
Total (tons),Central Louisiana Regional,Louisiana,2022,,"2,447,462"
Domestic,Central Louisiana Regional,Louisiana,2022,,"2,447,462"
Foreign Total,Central Louisiana Regional,Louisiana,2022,,0
Exports,Central Louisiana Regional,Louisiana,2022,,0
Imports,Central Louisiana Regional,Louisiana,2022,,0
Total (tons),Central Louisiana Regional Port,Louisiana,2017,I2227,"3,038,921"
Domestic,Central Louisiana Regional Port,Louisiana,2017,I2227,"3,038,921"
Foreign Total,Central Louisiana Regional Port,Louisiana,2017,I2227,
Exports,Central Louisiana Regional Port,Louisiana,2017,I2227,
Imports,Central Louisiana Regional Port,Louisiana,2017,I2227,
Total (tons),Central Louisiana Regional Port,Louisiana,2018,I2227,"3,211,068"
Domestic,Central Louisiana Regional Port,Louisiana,2018,I2227,"3,211,068"
Foreign Total,Central Louisiana Regional Port,Louisiana,2018,I2227,
Exports,Central Louisiana Regional Port,Louisiana,2018,I2227,
Imports,Central Louisiana Regional Port,Louisiana,2018,I2227,
Total (tons),Central Louisiana Regional Port,Louisiana,2019,I2227,"2,251,079"
Domestic,Central Louisiana Regional Port,Louisiana,2019,I2227,"2,251,079"
Foreign Total,Central Louisiana Regional Port,Louisiana,2019,I2227,
Exports,Central Louisiana Regional Port,Louisiana,2019,I2227,
Imports,Central Louisiana Regional Port,Louisiana,2019,I2227,
Total (tons),Central Louisiana Regional Port,Louisiana,2020,I2227,"2,846,161"
Domestic,Central Louisiana Regional Port,Louisiana,2020,I2227,"2,846,161"
Foreign Total,Central Louisiana Regional Port,Louisiana,2020,I2227,
Exports,Central Louisiana Regional Port,Louisiana,2020,I2227,
Imports,Central Louisiana Regional Port,Louisiana,2020,I2227,
Total (tons),Central Louisiana Regional Port,Louisiana,2021,,"2,722,460"
Domestic,Central Louisiana Regional Port,Louisiana,2021,,"2,722,460"
Foreign Total,Central Louisiana Regional Port,Louisiana,2021,,0
Exports,Central Louisiana Regional Port,Louisiana,2021,,0
Imports,Central Louisiana Regional Port,Louisiana,2021,,0
Total (tons),Charleston,South Carolina,2010,C0773,"17,985,995"
Domestic,Charleston,South Carolina,2010,C0773,"2,885,976"
Foreign Total,Charleston,South Carolina,2010,C0773,"15,100,019"
Exports,Charleston,South Carolina,2010,C0773,"6,183,872"
Imports,Charleston,South Carolina,2010,C0773,"8,916,147"
Total (tons),Charleston,South Carolina,2017,C0773,"26,980,805"
Domestic,Charleston,South Carolina,2017,C0773,"2,179,964"
Foreign Total,Charleston,South Carolina,2017,C0773,"24,800,841"
Exports,Charleston,South Carolina,2017,C0773,"8,487,694"
Imports,Charleston,South Carolina,2017,C0773,"16,313,147"
Total (tons),Charleston,South Carolina,2018,C0773,"24,822,636"
Domestic,Charleston,South Carolina,2018,C0773,"2,038,514"
Foreign Total,Charleston,South Carolina,2018,C0773,"22,784,122"
Exports,Charleston,South Carolina,2018,C0773,"8,639,253"
Imports,Charleston,South Carolina,2018,C0773,"14,144,869"
Total (tons),Charleston,South Carolina,2019,C0773,"24,596,490"
Domestic,Charleston,South Carolina,2019,C0773,"1,993,544"
Foreign Total,Charleston,South Carolina,2019,C0773,"22,602,946"
Exports,Charleston,South Carolina,2019,C0773,"8,526,975"
Imports,Charleston,South Carolina,2019,C0773,"14,075,971"
Total (tons),Charleston,South Carolina,2020,C0773,"24,947,482"
Domestic,Charleston,South Carolina,2020,C0773,"1,822,973"
Foreign Total,Charleston,South Carolina,2020,C0773,"23,124,509"
Exports,Charleston,South Carolina,2020,C0773,"8,128,410"
Imports,Charleston,South Carolina,2020,C0773,"14,996,099"
Total (tons),Charleston,South Carolina,2021,C0773,"28,400,127"
Domestic,Charleston,South Carolina,2021,C0773,"1,550,173"
Foreign Total,Charleston,South Carolina,2021,C0773,"26,849,954"
Exports,Charleston,South Carolina,2021,C0773,"8,506,028"
Imports,Charleston,South Carolina,2021,C0773,"18,343,926"
Total (tons),Chattanooga,Tennessee,2010,I2372,"2,012,662"
Domestic,Chattanooga,Tennessee,2010,I2372,"2,012,662"
Foreign Total,Chattanooga,Tennessee,2010,I2372,
Exports,Chattanooga,Tennessee,2010,I2372,
Imports,Chattanooga,Tennessee,2010,I2372,
Total (tons),Chattanooga,Tennessee,2017,I2372,"2,096,054"
Domestic,Chattanooga,Tennessee,2017,I2372,"2,096,054"
Foreign Total,Chattanooga,Tennessee,2017,I2372,
Exports,Chattanooga,Tennessee,2017,I2372,
Imports,Chattanooga,Tennessee,2017,I2372,
Total (tons),Chattanooga,Tennessee,2018,I2372,"2,225,953"
Domestic,Chattanooga,Tennessee,2018,I2372,"2,225,953"
Foreign Total,Chattanooga,Tennessee,2018,I2372,
Exports,Chattanooga,Tennessee,2018,I2372,
Imports,Chattanooga,Tennessee,2018,I2372,
Total (tons),Chattanooga,Tennessee,2019,I2372,"1,987,313"
Domestic,Chattanooga,Tennessee,2019,I2372,"1,987,313"
Foreign Total,Chattanooga,Tennessee,2019,I2372,
Exports,Chattanooga,Tennessee,2019,I2372,
Imports,Chattanooga,Tennessee,2019,I2372,
Total (tons),Chattanooga,Tennessee,2020,I2372,"4,020,950"
Domestic,Chattanooga,Tennessee,2020,I2372,"4,020,950"
Foreign Total,Chattanooga,Tennessee,2020,I2372,0
Exports,Chattanooga,Tennessee,2020,I2372,0
Imports,Chattanooga,Tennessee,2020,I2372,0
Total (tons),Chattanooga,Tennessee,2021,I2372,"2,281,025"
Domestic,Chattanooga,Tennessee,2021,I2372,"2,281,025"
Foreign Total,Chattanooga,Tennessee,2021,I2372,0
Exports,Chattanooga,Tennessee,2021,I2372,0
Imports,Chattanooga,Tennessee,2021,I2372,0
Total (tons),Chattanooga,Tennessee,2022,I2372,"2,242,927"
Domestic,Chattanooga,Tennessee,2022,I2372,"2,242,927"
Foreign Total,Chattanooga,Tennessee,2022,I2372,0
Exports,Chattanooga,Tennessee,2022,I2372,0
Imports,Chattanooga,Tennessee,2022,I2372,0
Total (tons),Chester,Pennsylvania,2010,C0297,"1,435,266"
Domestic,Chester,Pennsylvania,2010,C0297,"280,854"
Foreign Total,Chester,Pennsylvania,2010,C0297,"1,154,412"
Exports,Chester,Pennsylvania,2010,C0297,"356,749"
Imports,Chester,Pennsylvania,2010,C0297,"797,663"
Total (tons),Chester,Pennsylvania,2017,C0297,"2,187,677"
Domestic,Chester,Pennsylvania,2017,C0297,"49,822"
Foreign Total,Chester,Pennsylvania,2017,C0297,"2,137,855"
Exports,Chester,Pennsylvania,2017,C0297,"338,199"
Imports,Chester,Pennsylvania,2017,C0297,"1,799,656"
Total (tons),Chester,Pennsylvania,2018,C0297,"2,788,947"
Domestic,Chester,Pennsylvania,2018,C0297,"218,872"
Foreign Total,Chester,Pennsylvania,2018,C0297,"2,570,075"
Exports,Chester,Pennsylvania,2018,C0297,"374,679"
Imports,Chester,Pennsylvania,2018,C0297,"2,195,396"
Total (tons),Chester,Pennsylvania,2019,C0297,"3,659,534"
Domestic,Chester,Pennsylvania,2019,C0297,"1,939,465"
Foreign Total,Chester,Pennsylvania,2019,C0297,"1,720,069"
Exports,Chester,Pennsylvania,2019,C0297,"341,687"
Imports,Chester,Pennsylvania,2019,C0297,"1,378,382"
Total (tons),Chicago,Illinois,2010,L3749,"18,534,237"
Domestic,Chicago,Illinois,2010,L3749,"15,381,973"
Foreign Total,Chicago,Illinois,2010,L3749,"3,152,264"
Exports,Chicago,Illinois,2010,L3749,"1,072,569"
Imports,Chicago,Illinois,2010,L3749,"2,079,695"
Total (tons),Chicago,Illinois,2017,L3749,"17,406,316"
Domestic,Chicago,Illinois,2017,L3749,"15,750,966"
Foreign Total,Chicago,Illinois,2017,L3749,"1,655,350"
Exports,Chicago,Illinois,2017,L3749,"102,163"
Imports,Chicago,Illinois,2017,L3749,"1,553,187"
Total (tons),Chicago,Illinois,2018,L3749,"16,866,792"
Domestic,Chicago,Illinois,2018,L3749,"15,177,506"
Foreign Total,Chicago,Illinois,2018,L3749,"1,689,286"
Exports,Chicago,Illinois,2018,L3749,"102,735"
Imports,Chicago,Illinois,2018,L3749,"1,586,551"
Total (tons),Chicago,Illinois,2019,L3749,"10,035,669"
Domestic,Chicago,Illinois,2019,L3749,"8,376,781"
Foreign Total,Chicago,Illinois,2019,L3749,"1,658,888"
Exports,Chicago,Illinois,2019,L3749,"24,606"
Imports,Chicago,Illinois,2019,L3749,"1,634,282"
Total (tons),Chicago,Illinois,2020,L3749,"9,091,085"
Domestic,Chicago,Illinois,2020,L3749,"7,218,634"
Foreign Total,Chicago,Illinois,2020,L3749,"1,872,451"
Exports,Chicago,Illinois,2020,L3749,"44,701"
Imports,Chicago,Illinois,2020,L3749,"1,827,750"
Total (tons),Chicago,Illinois,2021,L3749,"10,314,969"
Domestic,Chicago,Illinois,2021,L3749,"7,901,825"
Foreign Total,Chicago,Illinois,2021,L3749,"2,413,144"
Exports,Chicago,Illinois,2021,L3749,0
Imports,Chicago,Illinois,2021,L3749,"2,413,144"
Total (tons),Cincinnati,Ohio,2010,,"12,708,524"
Domestic,Cincinnati,Ohio,2010,,"12,708,524"
Foreign Total,Cincinnati,Ohio,2010,,
Exports,Cincinnati,Ohio,2010,,
Imports,Cincinnati,Ohio,2010,,
Total (tons),Cincinnati,Ohio,2021,,"6,137,832"
Domestic,Cincinnati,Ohio,2021,,"6,137,832"
Foreign Total,Cincinnati,Ohio,2021,,0
Exports,Cincinnati,Ohio,2021,,0
Imports,Cincinnati,Ohio,2021,,0
Total (tons),Cincinnati,Ohio,2022,,"6,100,844"
Domestic,Cincinnati,Ohio,2022,,"6,100,844"
Foreign Total,Cincinnati,Ohio,2022,,0
Exports,Cincinnati,Ohio,2022,,0
Imports,Cincinnati,Ohio,2022,,0
Total (tons),Cincinnati-Northern,Kentucky,2017,I2338,"42,676,566"
Domestic,Cincinnati-Northern,Kentucky,2017,I2338,"42,676,566"
Foreign Total,Cincinnati-Northern,Kentucky,2017,I2338,
Exports,Cincinnati-Northern,Kentucky,2017,I2338,
Imports,Cincinnati-Northern,Kentucky,2017,I2338,
Total (tons),Cincinnati-Northern,Kentucky,2018,I2338,"38,534,187"
Domestic,Cincinnati-Northern,Kentucky,2018,I2338,"38,534,187"
Foreign Total,Cincinnati-Northern,Kentucky,2018,I2338,
Exports,Cincinnati-Northern,Kentucky,2018,I2338,
Imports,Cincinnati-Northern,Kentucky,2018,I2338,
Total (tons),Cincinnati-Northern,Kentucky,2019,I2338,"36,560,095"
Domestic,Cincinnati-Northern,Kentucky,2019,I2338,"36,560,095"
Foreign Total,Cincinnati-Northern,Kentucky,2019,I2338,
