Measures,State,Year of Year,Values
Highway use of gasoline (thousand gallons),Ohio,2019,"4,788,084"
Highway use of gasoline (thousand gallons),Ohio,2018,"4,804,259"
Highway use of gasoline (thousand gallons),Ohio,2015,"4,804,289"
Highway use of gasoline (thousand gallons),Ohio,2017,"4,863,364"
Highway use of gasoline (thousand gallons),Ohio,2016,"4,869,710"
Highway use of gasoline (thousand gallons),Ohio,2010,"4,952,455"
Highway use of gasoline (thousand gallons),Oklahoma,2020,"1,652,166"
Highway use of gasoline (thousand gallons),Oklahoma,2022,"1,737,353"
Highway use of gasoline (thousand gallons),Oklahoma,2021,"1,772,549"
Highway use of gasoline (thousand gallons),Oklahoma,2017,"1,782,740"
Highway use of gasoline (thousand gallons),Oklahoma,2015,"1,794,536"
Highway use of gasoline (thousand gallons),Oklahoma,2023,"1,800,921"
Highway use of gasoline (thousand gallons),Oklahoma,2019,"1,815,899"
Highway use of gasoline (thousand gallons),Oklahoma,2018,"1,821,895"
Highway use of gasoline (thousand gallons),Oklahoma,2016,"1,831,666"
Highway use of gasoline (thousand gallons),Oklahoma,2010,"1,856,007"
Highway use of gasoline (thousand gallons),Oregon,2020,"1,298,382"
Highway use of gasoline (thousand gallons),Oregon,2022,"1,363,508"
Highway use of gasoline (thousand gallons),Oregon,2023,"1,392,818"
Highway use of gasoline (thousand gallons),Oregon,2021,"1,416,896"
Highway use of gasoline (thousand gallons),Oregon,2015,"1,448,883"
Highway use of gasoline (thousand gallons),Oregon,2010,"1,483,201"
Highway use of gasoline (thousand gallons),Oregon,2016,"1,500,721"
Highway use of gasoline (thousand gallons),Oregon,2019,"1,506,779"
Highway use of gasoline (thousand gallons),Oregon,2017,"1,528,634"
Highway use of gasoline (thousand gallons),Oregon,2018,"1,528,662"
Highway use of gasoline (thousand gallons),Pennsylvania,2020,"3,973,442"
Highway use of gasoline (thousand gallons),Pennsylvania,2022,"4,215,781"
Highway use of gasoline (thousand gallons),Pennsylvania,2023,"4,257,701"
Highway use of gasoline (thousand gallons),Pennsylvania,2021,"4,341,255"
Highway use of gasoline (thousand gallons),Pennsylvania,2018,"4,619,623"
Highway use of gasoline (thousand gallons),Pennsylvania,2015,"4,641,448"
Highway use of gasoline (thousand gallons),Pennsylvania,2019,"4,679,656"
Highway use of gasoline (thousand gallons),Pennsylvania,2016,"4,728,554"
Highway use of gasoline (thousand gallons),Pennsylvania,2017,"4,765,273"
Highway use of gasoline (thousand gallons),Pennsylvania,2010,"5,021,446"
Highway use of gasoline (thousand gallons),Rhode Island,2020,"304,203"
Highway use of gasoline (thousand gallons),Rhode Island,2021,"331,956"
Highway use of gasoline (thousand gallons),Rhode Island,2022,"336,774"
Highway use of gasoline (thousand gallons),Rhode Island,2023,"344,320"
Highway use of gasoline (thousand gallons),Rhode Island,2017,"353,657"
Highway use of gasoline (thousand gallons),Rhode Island,2016,"354,875"
Highway use of gasoline (thousand gallons),Rhode Island,2015,"359,531"
Highway use of gasoline (thousand gallons),Rhode Island,2019,"366,451"
Highway use of gasoline (thousand gallons),Rhode Island,2018,"370,134"
Highway use of gasoline (thousand gallons),Rhode Island,2010,"383,501"
Highway use of gasoline (thousand gallons),South Carolina,2020,"2,343,003"
Highway use of gasoline (thousand gallons),South Carolina,2022,"2,545,270"
Highway use of gasoline (thousand gallons),South Carolina,2021,"2,567,636"
Highway use of gasoline (thousand gallons),South Carolina,2010,"2,574,404"
Highway use of gasoline (thousand gallons),South Carolina,2015,"2,631,987"
Highway use of gasoline (thousand gallons),South Carolina,2018,"2,646,947"
Highway use of gasoline (thousand gallons),South Carolina,2019,"2,669,735"
Highway use of gasoline (thousand gallons),South Carolina,2016,"2,677,649"
Highway use of gasoline (thousand gallons),South Carolina,2023,"2,683,046"
Highway use of gasoline (thousand gallons),South Carolina,2017,"2,697,536"
Highway use of gasoline (thousand gallons),South Dakota,2020,"422,257"
Highway use of gasoline (thousand gallons),South Dakota,2010,"425,682"
Highway use of gasoline (thousand gallons),South Dakota,2019,"435,583"
Highway use of gasoline (thousand gallons),South Dakota,2015,"435,823"
Highway use of gasoline (thousand gallons),South Dakota,2018,"445,813"
Highway use of gasoline (thousand gallons),South Dakota,2017,"447,820"
Highway use of gasoline (thousand gallons),South Dakota,2023,"448,413"
Highway use of gasoline (thousand gallons),South Dakota,2022,"452,157"
Highway use of gasoline (thousand gallons),South Dakota,2016,"453,878"
Highway use of gasoline (thousand gallons),South Dakota,2021,"466,715"
Highway use of gasoline (thousand gallons),Tennessee,2020,"2,986,014"
Highway use of gasoline (thousand gallons),Tennessee,2015,"3,061,397"
Highway use of gasoline (thousand gallons),Tennessee,2010,"3,147,249"
Highway use of gasoline (thousand gallons),Tennessee,2018,"3,210,705"
Highway use of gasoline (thousand gallons),Tennessee,2022,"3,216,461"
Highway use of gasoline (thousand gallons),Tennessee,2021,"3,221,978"
Highway use of gasoline (thousand gallons),Tennessee,2016,"3,262,875"
Highway use of gasoline (thousand gallons),Tennessee,2017,"3,273,070"
Highway use of gasoline (thousand gallons),Tennessee,2019,"3,278,392"
Highway use of gasoline (thousand gallons),Tennessee,2023,"3,302,115"
Highway use of gasoline (thousand gallons),Texas,2010,"12,000,186"
Highway use of gasoline (thousand gallons),Texas,2020,"12,291,098"
Highway use of gasoline (thousand gallons),Texas,2015,"13,254,716"
Highway use of gasoline (thousand gallons),Texas,2021,"13,648,586"
Highway use of gasoline (thousand gallons),Texas,2016,"13,701,466"
Highway use of gasoline (thousand gallons),Texas,2017,"13,796,629"
Highway use of gasoline (thousand gallons),Texas,2022,"13,928,617"
Highway use of gasoline (thousand gallons),Texas,2018,"14,045,145"
Highway use of gasoline (thousand gallons),Texas,2019,"14,271,917"
Highway use of gasoline (thousand gallons),Texas,2023,"14,330,452"
Highway use of gasoline (thousand gallons),Utah,2010,"1,012,192"
Highway use of gasoline (thousand gallons),Utah,2015,"1,043,907"
Highway use of gasoline (thousand gallons),Utah,2020,"1,099,325"
Highway use of gasoline (thousand gallons),Utah,2016,"1,135,463"
Highway use of gasoline (thousand gallons),Utah,2018,"1,141,648"
Highway use of gasoline (thousand gallons),Utah,2017,"1,144,817"
Highway use of gasoline (thousand gallons),Utah,2022,"1,153,128"
Highway use of gasoline (thousand gallons),Utah,2021,"1,166,560"
Highway use of gasoline (thousand gallons),Utah,2019,"1,190,445"
Highway use of gasoline (thousand gallons),Utah,2023,"1,234,685"
Highway use of gasoline (thousand gallons),Vermont,2020,"236,701"
Highway use of gasoline (thousand gallons),Vermont,2022,"259,758"
Highway use of gasoline (thousand gallons),Vermont,2021,"262,557"
Highway use of gasoline (thousand gallons),Vermont,2018,"268,019"
Highway use of gasoline (thousand gallons),Vermont,2023,"268,802"
Highway use of gasoline (thousand gallons),Vermont,2019,"288,944"
Highway use of gasoline (thousand gallons),Vermont,2015,"292,200"
Highway use of gasoline (thousand gallons),Vermont,2017,"292,359"
Highway use of gasoline (thousand gallons),Vermont,2016,"293,184"
Highway use of gasoline (thousand gallons),Vermont,2010,"321,269"
Highway use of gasoline (thousand gallons),Virginia,2020,"3,497,571"
Highway use of gasoline (thousand gallons),Virginia,2022,"3,606,640"
Highway use of gasoline (thousand gallons),Virginia,2015,"3,815,962"
Highway use of gasoline (thousand gallons),Virginia,2021,"3,819,824"
Highway use of gasoline (thousand gallons),Virginia,2016,"3,895,558"
Highway use of gasoline (thousand gallons),Virginia,2017,"3,916,215"
Highway use of gasoline (thousand gallons),Virginia,2018,"3,919,440"
Highway use of gasoline (thousand gallons),Virginia,2019,"3,919,440"
Highway use of gasoline (thousand gallons),Virginia,2023,"3,957,448"
Highway use of gasoline (thousand gallons),Virginia,2010,"3,966,279"
Highway use of gasoline (thousand gallons),Washington,2020,"2,187,989"
Highway use of gasoline (thousand gallons),Washington,2022,"2,404,488"
Highway use of gasoline (thousand gallons),Washington,2021,"2,421,264"
Highway use of gasoline (thousand gallons),Washington,2023,"2,494,017"
Highway use of gasoline (thousand gallons),Washington,2010,"2,591,748"
Highway use of gasoline (thousand gallons),Washington,2015,"2,628,062"
Highway use of gasoline (thousand gallons),Washington,2017,"2,667,910"
Highway use of gasoline (thousand gallons),Washington,2016,"2,673,116"
Highway use of gasoline (thousand gallons),Washington,2018,"2,765,858"
Highway use of gasoline (thousand gallons),Washington,2019,"2,811,430"
Highway use of gasoline (thousand gallons),West Virginia,2020,"665,085"
Highway use of gasoline (thousand gallons),West Virginia,2022,"723,810"
Highway use of gasoline (thousand gallons),West Virginia,2017,"754,615"
Highway use of gasoline (thousand gallons),West Virginia,2021,"766,549"
Highway use of gasoline (thousand gallons),West Virginia,2016,"779,194"
Highway use of gasoline (thousand gallons),West Virginia,2023,"788,472"
Highway use of gasoline (thousand gallons),West Virginia,2018,"791,672"
Highway use of gasoline (thousand gallons),West Virginia,2019,"791,672"
Highway use of gasoline (thousand gallons),West Virginia,2015,"811,497"
Highway use of gasoline (thousand gallons),West Virginia,2010,"843,909"
Highway use of gasoline (thousand gallons),Wisconsin,2020,"2,153,517"
Highway use of gasoline (thousand gallons),Wisconsin,2021,"2,348,786"
Highway use of gasoline (thousand gallons),Wisconsin,2015,"2,371,640"
Highway use of gasoline (thousand gallons),Wisconsin,2022,"2,376,802"
Highway use of gasoline (thousand gallons),Wisconsin,2017,"2,388,395"
Highway use of gasoline (thousand gallons),Wisconsin,2016,"2,420,170"
Highway use of gasoline (thousand gallons),Wisconsin,2023,"2,438,878"
Highway use of gasoline (thousand gallons),Wisconsin,2019,"2,461,021"
Highway use of gasoline (thousand gallons),Wisconsin,2018,"2,491,234"
Highway use of gasoline (thousand gallons),Wisconsin,2010,"2,504,102"
Highway use of gasoline (thousand gallons),Wyoming,2022,"268,464"
Highway use of gasoline (thousand gallons),Wyoming,2020,"273,102"
Highway use of gasoline (thousand gallons),Wyoming,2023,"287,236"
Highway use of gasoline (thousand gallons),Wyoming,2019,"293,603"
Highway use of gasoline (thousand gallons),Wyoming,2021,"294,439"
Highway use of gasoline (thousand gallons),Wyoming,2018,"294,731"
Highway use of gasoline (thousand gallons),Wyoming,2015,"314,096"
Highway use of gasoline (thousand gallons),Wyoming,2017,"314,802"
Highway use of gasoline (thousand gallons),Wyoming,2016,"320,912"
Highway use of gasoline (thousand gallons),Wyoming,2010,"331,835"
Highway Fatalities,United States,2010,"32,999"
Highway Fatalities,United States,2015,"35,484"
Highway Fatalities,United States,2019,"36,355"
Highway Fatalities,United States,2018,"36,835"
Highway Fatalities,United States,2017,"37,473"
Highway Fatalities,United States,2016,"37,806"
Highway Fatalities,United States,2020,"38,824"
Highway Fatalities,United States,2023,"40,901"
Highway Fatalities,United States,2022,"42,721"
Highway Fatalities,United States,2021,"43,230"
Highway Fatalities,Alabama,2015,850
Highway Fatalities,Alabama,2010,862
Highway Fatalities,Alabama,2019,930
Highway Fatalities,Alabama,2020,934
Highway Fatalities,Alabama,2017,948
Highway Fatalities,Alabama,2018,953
Highway Fatalities,Alabama,2023,974
Highway Fatalities,Alabama,2021,983
Highway Fatalities,Alabama,2022,988
Highway Fatalities,Alabama,2016,"1,083"
Highway Fatalities,Alaska,2010,56
Highway Fatalities,Alaska,2023,60
Highway Fatalities,Alaska,2020,64
Highway Fatalities,Alaska,2015,65
Highway Fatalities,Alaska,2019,67
Highway Fatalities,Alaska,2021,70
Highway Fatalities,Alaska,2017,79
Highway Fatalities,Alaska,2018,80
Highway Fatalities,Alaska,2022,82
Highway Fatalities,Alaska,2016,84
Highway Fatalities,Arizona,2010,759
Highway Fatalities,Arizona,2015,897
Highway Fatalities,Arizona,2016,952
Highway Fatalities,Arizona,2019,979
Highway Fatalities,Arizona,2017,998
Highway Fatalities,Arizona,2018,"1,011"
Highway Fatalities,Arizona,2020,"1,054"
Highway Fatalities,Arizona,2021,"1,192"
Highway Fatalities,Arizona,2023,"1,304"
Highway Fatalities,Arizona,2022,"1,320"
Highway Fatalities,Arkansas,2019,511
Highway Fatalities,Arkansas,2018,520
Highway Fatalities,Arkansas,2017,525
Highway Fatalities,Arkansas,2015,550
Highway Fatalities,Arkansas,2016,561
Highway Fatalities,Arkansas,2010,571
Highway Fatalities,Arkansas,2023,596
Highway Fatalities,Arkansas,2022,637
Highway Fatalities,Arkansas,2020,638
Highway Fatalities,Arkansas,2021,692
Highway Fatalities,California,2010,"2,720"
Highway Fatalities,California,2015,"3,387"
Highway Fatalities,California,2019,"3,719"
Highway Fatalities,California,2018,"3,798"
Highway Fatalities,California,2016,"3,837"
Highway Fatalities,California,2020,"3,847"
Highway Fatalities,California,2017,"3,884"
Highway Fatalities,California,2023,"4,061"
Highway Fatalities,California,2021,"4,513"
Highway Fatalities,California,2022,"4,539"
Highway Fatalities,Colorado,2010,450
Highway Fatalities,Colorado,2015,547
Highway Fatalities,Colorado,2019,597
Highway Fatalities,Colorado,2016,608
Highway Fatalities,Colorado,2020,622
Highway Fatalities,Colorado,2018,632
Highway Fatalities,Colorado,2017,648
Highway Fatalities,Colorado,2021,691
Highway Fatalities,Colorado,2023,720
Highway Fatalities,Colorado,2022,764
Highway Fatalities,Connecticut,2019,249
Highway Fatalities,Connecticut,2015,270
Highway Fatalities,Connecticut,2017,281
Highway Fatalities,Connecticut,2018,293
Highway Fatalities,Connecticut,2020,295
Highway Fatalities,Connecticut,2021,303
Highway Fatalities,Connecticut,2016,304
Highway Fatalities,Connecticut,2023,308
Highway Fatalities,Connecticut,2010,320
Highway Fatalities,Connecticut,2022,366
Highway Fatalities,Delaware,2010,101
Highway Fatalities,Delaware,2018,111
Highway Fatalities,Delaware,2020,116
Highway Fatalities,Delaware,2016,119
Highway Fatalities,Delaware,2017,119
Highway Fatalities,Delaware,2015,131
Highway Fatalities,Delaware,2019,132
Highway Fatalities,Delaware,2023,135
Highway Fatalities,Delaware,2021,136
Highway Fatalities,Delaware,2022,162
Highway Fatalities,District of Columbia,2015,23
Highway Fatalities,District of Columbia,2019,23
Highway Fatalities,District of Columbia,2010,24
Highway Fatalities,District of Columbia,2016,27
Highway Fatalities,District of Columbia,2017,31
Highway Fatalities,District of Columbia,2018,31
Highway Fatalities,District of Columbia,2022,32
Highway Fatalities,District of Columbia,2020,36
Highway Fatalities,District of Columbia,2021,41
Highway Fatalities,District of Columbia,2023,44
Highway Fatalities,Florida,2010,"2,444"
Highway Fatalities,Florida,2015,"2,938"
Highway Fatalities,Florida,2017,"3,116"
Highway Fatalities,Florida,2018,"3,135"
Highway Fatalities,Florida,2016,"3,176"
Highway Fatalities,Florida,2019,"3,185"
Highway Fatalities,Florida,2020,"3,331"
Highway Fatalities,Florida,2023,"3,396"
Highway Fatalities,Florida,2022,"3,548"
Highway Fatalities,Florida,2021,"3,741"
Highway Fatalities,Georgia,2010,"1,247"
Highway Fatalities,Georgia,2015,"1,432"
Highway Fatalities,Georgia,2019,"1,492"
Highway Fatalities,Georgia,2018,"1,505"
Highway Fatalities,Georgia,2017,"1,540"
Highway Fatalities,Georgia,2016,"1,556"
Highway Fatalities,Georgia,2023,"1,615"
Highway Fatalities,Georgia,2020,"1,664"
Highway Fatalities,Georgia,2022,"1,796"
Highway Fatalities,Georgia,2021,"1,809"
Highway Fatalities,Hawaii,2020,85
Highway Fatalities,Hawaii,2015,93
Highway Fatalities,Hawaii,2023,93
Highway Fatalities,Hawaii,2021,94
Highway Fatalities,Hawaii,2017,107
Highway Fatalities,Hawaii,2019,108
Highway Fatalities,Hawaii,2010,113
Highway Fatalities,Hawaii,2022,116
Highway Fatalities,Hawaii,2018,117
Highway Fatalities,Hawaii,2016,120
Highway Fatalities,Idaho,2010,209
Highway Fatalities,Idaho,2020,214
Highway Fatalities,Idaho,2022,215
Highway Fatalities,Idaho,2015,216
Highway Fatalities,Idaho,2019,224
Highway Fatalities,Idaho,2018,234
Highway Fatalities,Idaho,2017,245
Highway Fatalities,Idaho,2016,253
Highway Fatalities,Idaho,2021,273
Highway Fatalities,Idaho,2023,275
Highway Fatalities,Illinois,2010,927
Highway Fatalities,Illinois,2015,998
Highway Fatalities,Illinois,2019,"1,009"
Highway Fatalities,Illinois,2018,"1,035"
Highway Fatalities,Illinois,2016,"1,078"
Highway Fatalities,Illinois,2017,"1,090"
Highway Fatalities,Illinois,2020,"1,194"
Highway Fatalities,Illinois,2023,"1,241"
Highway Fatalities,Illinois,2022,"1,268"
Highway Fatalities,Illinois,2021,"1,334"
Highway Fatalities,Indiana,2010,754
Highway Fatalities,Indiana,2019,810
Highway Fatalities,Indiana,2015,817
Highway Fatalities,Indiana,2016,829
Highway Fatalities,Indiana,2018,860
Highway Fatalities,Indiana,2020,897
Highway Fatalities,Indiana,2023,898
Highway Fatalities,Indiana,2017,916
Highway Fatalities,Indiana,2021,932
Highway Fatalities,Indiana,2022,976
Highway Fatalities,Iowa,2018,319
Highway Fatalities,Iowa,2015,320
Highway Fatalities,Iowa,2017,330
Highway Fatalities,Iowa,2019,336
Highway Fatalities,Iowa,2022,336
Highway Fatalities,Iowa,2020,337
Highway Fatalities,Iowa,2021,356
Highway Fatalities,Iowa,2023,377
Highway Fatalities,Iowa,2010,390
Highway Fatalities,Iowa,2016,402
Highway Fatalities,Kansas,2015,355
Highway Fatalities,Kansas,2023,387
Highway Fatalities,Kansas,2018,405
Highway Fatalities,Kansas,2019,410
Highway Fatalities,Kansas,2022,410
Highway Fatalities,Kansas,2021,423
Highway Fatalities,Kansas,2020,426
Highway Fatalities,Kansas,2016,429
Highway Fatalities,Kansas,2010,431
Highway Fatalities,Kansas,2017,461
Highway Fatalities,Kentucky,2018,724
Highway Fatalities,Kentucky,2019,732
Highway Fatalities,Kentucky,2022,744
Highway Fatalities,Kentucky,2010,760
Highway Fatalities,Kentucky,2015,761
Highway Fatalities,Kentucky,2020,780
Highway Fatalities,Kentucky,2017,782
Highway Fatalities,Kentucky,2021,806
Highway Fatalities,Kentucky,2023,814
Highway Fatalities,Kentucky,2016,834
Highway Fatalities,Louisiana,2010,721
Highway Fatalities,Louisiana,2019,727
Highway Fatalities,Louisiana,2015,752
Highway Fatalities,Louisiana,2016,757
Highway Fatalities,Louisiana,2017,770
Highway Fatalities,Louisiana,2018,771
Highway Fatalities,Louisiana,2023,811
Highway Fatalities,Louisiana,2020,828
Highway Fatalities,Louisiana,2022,906
Highway Fatalities,Louisiana,2021,971
Highway Fatalities,Maine,2023,135
Highway Fatalities,Maine,2018,136
Highway Fatalities,Maine,2021,153
Highway Fatalities,Maine,2015,156
Highway Fatalities,Maine,2019,157
Highway Fatalities,Maine,2016,160
Highway Fatalities,Maine,2010,161
Highway Fatalities,Maine,2020,164
Highway Fatalities,Maine,2017,173
Highway Fatalities,Maine,2022,182
Highway Fatalities,Maryland,2010,496
Highway Fatalities,Maryland,2018,512
Highway Fatalities,Maryland,2015,520
Highway Fatalities,Maryland,2016,522
Highway Fatalities,Maryland,2019,535
Highway Fatalities,Maryland,2017,558
Highway Fatalities,Maryland,2021,563
Highway Fatalities,Maryland,2022,566
Highway Fatalities,Maryland,2020,567
Highway Fatalities,Maryland,2023,621
Highway Fatalities,Massachusetts,2019,336
Highway Fatalities,Massachusetts,2020,343
Highway Fatalities,Massachusetts,2023,343
Highway Fatalities,Massachusetts,2015,344
Highway Fatalities,Massachusetts,2010,347
Highway Fatalities,Massachusetts,2017,347
Highway Fatalities,Massachusetts,2018,355
Highway Fatalities,Massachusetts,2016,387
Highway Fatalities,Massachusetts,2021,413
Highway Fatalities,Massachusetts,2022,435
Highway Fatalities,Michigan,2010,942
Highway Fatalities,Michigan,2015,967
Highway Fatalities,Michigan,2018,977
Highway Fatalities,Michigan,2019,986
Highway Fatalities,Michigan,2017,"1,031"
Highway Fatalities,Michigan,2016,"1,065"
Highway Fatalities,Michigan,2020,"1,084"
Highway Fatalities,Michigan,2023,"1,094"
Highway Fatalities,Michigan,2022,"1,124"
Highway Fatalities,Michigan,2021,"1,137"
Highway Fatalities,Minnesota,2017,358
Highway Fatalities,Minnesota,2019,364
Highway Fatalities,Minnesota,2018,381
Highway Fatalities,Minnesota,2016,392
Highway Fatalities,Minnesota,2020,394
Highway Fatalities,Minnesota,2023,409
Highway Fatalities,Minnesota,2010,411
Highway Fatalities,Minnesota,2015,411
Highway Fatalities,Minnesota,2022,444
Highway Fatalities,Minnesota,2021,488
Highway Fatalities,Mississippi,2010,641
Highway Fatalities,Mississippi,2019,642
Highway Fatalities,Mississippi,2018,663
Highway Fatalities,Mississippi,2015,677
Highway Fatalities,Mississippi,2017,685
Highway Fatalities,Mississippi,2016,687
Highway Fatalities,Mississippi,2022,703
Highway Fatalities,Mississippi,2023,732
Highway Fatalities,Mississippi,2020,752
Highway Fatalities,Mississippi,2021,766
Highway Fatalities,Missouri,2010,821
Highway Fatalities,Missouri,2015,870
Highway Fatalities,Missouri,2019,881
Highway Fatalities,Missouri,2018,921
Highway Fatalities,Missouri,2017,932
Highway Fatalities,Missouri,2016,947
Highway Fatalities,Missouri,2020,987
Highway Fatalities,Missouri,2023,991
Highway Fatalities,Missouri,2021,"1,016"
Highway Fatalities,Missouri,2022,"1,057"
Highway Fatalities,Montana,2018,181
Highway Fatalities,Montana,2019,184
Highway Fatalities,Montana,2017,186
Highway Fatalities,Montana,2010,189
Highway Fatalities,Montana,2016,190
Highway Fatalities,Montana,2023,208
Highway Fatalities,Montana,2020,213
Highway Fatalities,Montana,2022,215
Highway Fatalities,Montana,2015,224
Highway Fatalities,Montana,2021,239
Highway Fatalities,Nebraska,2010,190
Highway Fatalities,Nebraska,2016,218
Highway Fatalities,Nebraska,2021,221
Highway Fatalities,Nebraska,2023,227
Highway Fatalities,Nebraska,2017,228
Highway Fatalities,Nebraska,2018,230
Highway Fatalities,Nebraska,2020,233
Highway Fatalities,Nebraska,2022,244
Highway Fatalities,Nebraska,2015,246
Highway Fatalities,Nebraska,2019,248
Highway Fatalities,Nevada,2010,257
Highway Fatalities,Nevada,2019,304
Highway Fatalities,Nevada,2017,311
Highway Fatalities,Nevada,2020,317
Highway Fatalities,Nevada,2015,326
Highway Fatalities,Nevada,2016,329
Highway Fatalities,Nevada,2018,329
Highway Fatalities,Nevada,2021,385
Highway Fatalities,Nevada,2023,389
Highway Fatalities,Nevada,2022,417
Highway Fatalities,New Hampshire,2019,101
Highway Fatalities,New Hampshire,2017,102
Highway Fatalities,New Hampshire,2020,104
Highway Fatalities,New Hampshire,2015,114
Highway Fatalities,New Hampshire,2021,118
Highway Fatalities,New Hampshire,2010,128
Highway Fatalities,New Hampshire,2023,130
Highway Fatalities,New Hampshire,2016,136
Highway Fatalities,New Hampshire,2022,146
Highway Fatalities,New Hampshire,2018,147
Highway Fatalities,New Jersey,2010,556
Highway Fatalities,New Jersey,2019,558
Highway Fatalities,New Jersey,2015,561
Highway Fatalities,New Jersey,2018,563
Highway Fatalities,New Jersey,2020,584
Highway Fatalities,New Jersey,2016,602
Highway Fatalities,New Jersey,2023,606
Highway Fatalities,New Jersey,2017,624
Highway Fatalities,New Jersey,2022,689
Highway Fatalities,New Jersey,2021,692
Highway Fatalities,New Mexico,2015,298
Highway Fatalities,New Mexico,2010,349
Highway Fatalities,New Mexico,2017,380
Highway Fatalities,New Mexico,2018,392
Highway Fatalities,New Mexico,2020,398
Highway Fatalities,New Mexico,2016,405
Highway Fatalities,New Mexico,2019,425
Highway Fatalities,New Mexico,2023,437
Highway Fatalities,New Mexico,2022,466
Highway Fatalities,New Mexico,2021,483
Highway Fatalities,New York,2019,934
Highway Fatalities,New York,2018,964
Highway Fatalities,New York,2017,"1,006"
Highway Fatalities,New York,2016,"1,041"
Highway Fatalities,New York,2020,"1,046"
Highway Fatalities,New York,2023,"1,114"
Highway Fatalities,New York,2015,"1,136"
Highway Fatalities,New York,2021,"1,156"
Highway Fatalities,New York,2022,"1,182"
Highway Fatalities,New York,2010,"1,201"
Highway Fatalities,North Carolina,2010,"1,320"
Highway Fatalities,North Carolina,2015,"1,379"
Highway Fatalities,North Carolina,2017,"1,412"
Highway Fatalities,North Carolina,2018,"1,436"
Highway Fatalities,North Carolina,2016,"1,450"
Highway Fatalities,North Carolina,2019,"1,457"
Highway Fatalities,North Carolina,2020,"1,538"
Highway Fatalities,North Carolina,2023,"1,561"
Highway Fatalities,North Carolina,2022,"1,631"
Highway Fatalities,North Carolina,2021,"1,693"
Highway Fatalities,North Dakota,2022,98
Highway Fatalities,North Dakota,2019,100
Highway Fatalities,North Dakota,2020,100
Highway Fatalities,North Dakota,2021,101
Highway Fatalities,North Dakota,2010,105
Highway Fatalities,North Dakota,2018,105
Highway Fatalities,North Dakota,2023,106
Highway Fatalities,North Dakota,2016,113
Highway Fatalities,North Dakota,2017,116
Highway Fatalities,North Dakota,2015,131
Highway Fatalities,Ohio,2018,"1,068"
Highway Fatalities,Ohio,2010,"1,080"
Highway Fatalities,Ohio,2015,"1,110"
Highway Fatalities,Ohio,2016,"1,132"
Highway Fatalities,Ohio,2019,"1,153"
Highway Fatalities,Ohio,2017,"1,179"
Highway Fatalities,Ohio,2020,"1,230"
Highway Fatalities,Ohio,2023,"1,242"
Highway Fatalities,Ohio,2022,"1,274"
Highway Fatalities,Ohio,2021,"1,354"
Highway Fatalities,Oklahoma,2019,640
Highway Fatalities,Oklahoma,2015,645
Highway Fatalities,Oklahoma,2020,652
Highway Fatalities,Oklahoma,2018,655
Highway Fatalities,Oklahoma,2017,657
Highway Fatalities,Oklahoma,2010,668
Highway Fatalities,Oklahoma,2016,687
Highway Fatalities,Oklahoma,2022,710
Highway Fatalities,Oklahoma,2023,718
Highway Fatalities,Oklahoma,2021,762
Highway Fatalities,Oregon,2010,317
Highway Fatalities,Oregon,2017,439
Highway Fatalities,Oregon,2015,446
Highway Fatalities,Oregon,2019,493
Highway Fatalities,Oregon,2016,498
Highway Fatalities,Oregon,2018,502
Highway Fatalities,Oregon,2020,508
Highway Fatalities,Oregon,2023,587
Highway Fatalities,Oregon,2021,599
Highway Fatalities,Oregon,2022,602
Highway Fatalities,Pennsylvania,2019,"1,059"
Highway Fatalities,Pennsylvania,2020,"1,129"
Highway Fatalities,Pennsylvania,2017,"1,137"
Highway Fatalities,Pennsylvania,2022,"1,179"
Highway Fatalities,Pennsylvania,2016,"1,188"
Highway Fatalities,Pennsylvania,2018,"1,190"
Highway Fatalities,Pennsylvania,2015,"1,200"
Highway Fatalities,Pennsylvania,2023,"1,211"
Highway Fatalities,Pennsylvania,2021,"1,230"
Highway Fatalities,Pennsylvania,2010,"1,324"
Highway Fatalities,Puerto Rico,2020,242
Highway Fatalities,Puerto Rico,2022,271
Highway Fatalities,Puerto Rico,2016,279
Highway Fatalities,Puerto Rico,2019,289
Highway Fatalities,Puerto Rico,2017,290
Highway Fatalities,Puerto Rico,2023,307
Highway Fatalities,Puerto Rico,2018,308
Highway Fatalities,Puerto Rico,2015,310
Highway Fatalities,Puerto Rico,2021,337
Highway Fatalities,Puerto Rico,2010,340
Highway Fatalities,Rhode Island,2015,45
Highway Fatalities,Rhode Island,2016,51
Highway Fatalities,Rhode Island,2022,52
Highway Fatalities,Rhode Island,2019,57
Highway Fatalities,Rhode Island,2018,59
Highway Fatalities,Rhode Island,2021,63
Highway Fatalities,Rhode Island,2010,67
Highway Fatalities,Rhode Island,2020,67
Highway Fatalities,Rhode Island,2023,71
Highway Fatalities,Rhode Island,2017,84
Highway Fatalities,South Carolina,2010,809
Highway Fatalities,South Carolina,2015,979
Highway Fatalities,South Carolina,2017,989
Highway Fatalities,South Carolina,2019,"1,006"
Highway Fatalities,South Carolina,2016,"1,020"
Highway Fatalities,South Carolina,2018,"1,036"
Highway Fatalities,South Carolina,2023,"1,047"
Highway Fatalities,South Carolina,2020,"1,064"
Highway Fatalities,South Carolina,2022,"1,094"
Highway Fatalities,South Carolina,2021,"1,198"
Highway Fatalities,South Dakota,2019,102
