Class,International Roughness Index,State,System,Value
Rural (miles),60-94,New Hampshire,Other principal arterials,94.7
Rural (miles),60-94,New Jersey,Other principal arterials,63.0
Rural (miles),60-94,New Mexico,Other principal arterials,696.9
Rural (miles),60-94,New York,Other principal arterials,"1,080.0"
Rural (miles),60-94,North Carolina,Other principal arterials,905.5
Rural (miles),60-94,North Dakota,Other principal arterials,"1,106.1"
Rural (miles),60-94,Ohio,Other principal arterials,644.0
Rural (miles),60-94,Oklahoma,Other principal arterials,857.1
Rural (miles),60-94,Oregon,Other principal arterials,"1,293.2"
Rural (miles),60-94,Pennsylvania,Other principal arterials,798.2
Rural (miles),60-94,Rhode Island,Other principal arterials,16.0
Rural (miles),60-94,South Carolina,Other principal arterials,679.1
Rural (miles),60-94,South Dakota,Other principal arterials,"1,073.1"
Rural (miles),60-94,Tennessee,Other principal arterials,627.9
Rural (miles),60-94,Texas,Other principal arterials,"3,437.1"
Rural (miles),60-94,Utah,Other principal arterials,515.9
Rural (miles),60-94,Vermont,Other principal arterials,140.2
Rural (miles),60-94,Virginia,Other principal arterials,801.4
Rural (miles),60-94,Washington,Other principal arterials,542.1
Rural (miles),60-94,West Virginia,Other principal arterials,440.2
Rural (miles),60-94,Wisconsin,Other principal arterials,733.0
Rural (miles),60-94,Wyoming,Other principal arterials,818.2
Rural (miles),60-94,Puerto Rico,Other principal arterials,4.2
Rural (miles),95-119,United States,Other principal arterials,"12,429.5"
Rural (miles),95-119,Alabama,Other principal arterials,146.2
Rural (miles),95-119,Alaska,Other principal arterials,50.0
Rural (miles),95-119,Arizona,Other principal arterials,203.9
Rural (miles),95-119,Arkansas,Other principal arterials,268.8
Rural (miles),95-119,California,Other principal arterials,547.9
Rural (miles),95-119,Colorado,Other principal arterials,423.8
Rural (miles),95-119,Connecticut,Other principal arterials,32.9
Rural (miles),95-119,Delaware,Other principal arterials,12.9
Rural (miles),95-119,District of Columbia,Other principal arterials,0.0
Rural (miles),95-119,Florida,Other principal arterials,238.1
Rural (miles),95-119,Georgia,Other principal arterials,271.4
Rural (miles),95-119,Hawaii,Other principal arterials,18.5
Rural (miles),95-119,Idaho,Other principal arterials,192.3
Rural (miles),95-119,Illinois,Other principal arterials,365.3
Rural (miles),95-119,Indiana,Other principal arterials,161.0
Rural (miles),95-119,Iowa,Other principal arterials,607.9
Rural (miles),95-119,Kansas,Other principal arterials,159.1
Rural (miles),95-119,Kentucky,Other principal arterials,137.8
Rural (miles),95-119,Louisiana,Other principal arterials,209.0
Rural (miles),95-119,Maine,Other principal arterials,63.1
Rural (miles),95-119,Maryland,Other principal arterials,26.0
Rural (miles),95-119,Massachusetts,Other principal arterials,11.7
Rural (miles),95-119,Michigan,Other principal arterials,174.4
Rural (miles),95-119,Minnesota,Other principal arterials,477.1
Rural (miles),95-119,Mississippi,Other principal arterials,250.6
Rural (miles),95-119,Missouri,Other principal arterials,249.4
Rural (miles),95-119,Montana,Other principal arterials,443.8
Rural (miles),95-119,Nebraska,Other principal arterials,315.0
Rural (miles),95-119,Nevada,Other principal arterials,104.0
Rural (miles),95-119,New Hampshire,Other principal arterials,24.5
Rural (miles),95-119,New Jersey,Other principal arterials,15.0
Rural (miles),95-119,New Mexico,Other principal arterials,285.8
Rural (miles),95-119,New York,Other principal arterials,335.5
Rural (miles),95-119,North Carolina,Other principal arterials,339.0
Rural (miles),95-119,North Dakota,Other principal arterials,274.4
Rural (miles),95-119,Ohio,Other principal arterials,195.4
Rural (miles),95-119,Oklahoma,Other principal arterials,369.5
Rural (miles),95-119,Oregon,Other principal arterials,362.3
Rural (miles),95-119,Pennsylvania,Other principal arterials,284.5
Rural (miles),95-119,Rhode Island,Other principal arterials,12.2
Rural (miles),95-119,South Carolina,Other principal arterials,225.8
Rural (miles),95-119,South Dakota,Other principal arterials,339.4
Rural (miles),95-119,Tennessee,Other principal arterials,167.5
Rural (miles),95-119,Texas,Other principal arterials,"1,339.5"
Rural (miles),95-119,Utah,Other principal arterials,213.7
Rural (miles),95-119,Vermont,Other principal arterials,34.6
Rural (miles),95-119,Virginia,Other principal arterials,309.2
Rural (miles),95-119,Washington,Other principal arterials,268.3
Rural (miles),95-119,West Virginia,Other principal arterials,219.0
Rural (miles),95-119,Wisconsin,Other principal arterials,416.8
Rural (miles),95-119,Wyoming,Other principal arterials,224.8
Rural (miles),95-119,Puerto Rico,Other principal arterials,11.2
Rural (miles),120-144,United States,Other principal arterials,"6,202.5"
Rural (miles),120-144,Alabama,Other principal arterials,62.2
Rural (miles),120-144,Alaska,Other principal arterials,41.4
Rural (miles),120-144,Arizona,Other principal arterials,127.7
Rural (miles),120-144,Arkansas,Other principal arterials,149.6
Rural (miles),120-144,California,Other principal arterials,290.4
Rural (miles),120-144,Colorado,Other principal arterials,217.5
Rural (miles),120-144,Connecticut,Other principal arterials,17.2
Rural (miles),120-144,Delaware,Other principal arterials,2.6
Rural (miles),120-144,District of Columbia,Other principal arterials,0.0
Rural (miles),120-144,Florida,Other principal arterials,90.4
Rural (miles),120-144,Georgia,Other principal arterials,107.7
Rural (miles),120-144,Hawaii,Other principal arterials,9.2
Rural (miles),120-144,Idaho,Other principal arterials,89.0
Rural (miles),120-144,Illinois,Other principal arterials,236.8
Rural (miles),120-144,Indiana,Other principal arterials,76.2
Rural (miles),120-144,Iowa,Other principal arterials,369.4
Rural (miles),120-144,Kansas,Other principal arterials,66.1
Rural (miles),120-144,Kentucky,Other principal arterials,50.2
Rural (miles),120-144,Louisiana,Other principal arterials,131.2
Rural (miles),120-144,Maine,Other principal arterials,31.2
Rural (miles),120-144,Maryland,Other principal arterials,9.5
Rural (miles),120-144,Massachusetts,Other principal arterials,5.8
Rural (miles),120-144,Michigan,Other principal arterials,71.7
Rural (miles),120-144,Minnesota,Other principal arterials,220.0
Rural (miles),120-144,Mississippi,Other principal arterials,146.6
Rural (miles),120-144,Missouri,Other principal arterials,103.9
Rural (miles),120-144,Montana,Other principal arterials,194.4
Rural (miles),120-144,Nebraska,Other principal arterials,203.8
Rural (miles),120-144,Nevada,Other principal arterials,43.5
Rural (miles),120-144,New Hampshire,Other principal arterials,10.1
Rural (miles),120-144,New Jersey,Other principal arterials,7.4
Rural (miles),120-144,New Mexico,Other principal arterials,160.8
Rural (miles),120-144,New York,Other principal arterials,158.9
Rural (miles),120-144,North Carolina,Other principal arterials,137.2
Rural (miles),120-144,North Dakota,Other principal arterials,112.3
Rural (miles),120-144,Ohio,Other principal arterials,81.8
Rural (miles),120-144,Oklahoma,Other principal arterials,206.0
Rural (miles),120-144,Oregon,Other principal arterials,142.9
Rural (miles),120-144,Pennsylvania,Other principal arterials,140.6
Rural (miles),120-144,Rhode Island,Other principal arterials,17.5
Rural (miles),120-144,South Carolina,Other principal arterials,114.7
Rural (miles),120-144,South Dakota,Other principal arterials,152.7
Rural (miles),120-144,Tennessee,Other principal arterials,93.5
Rural (miles),120-144,Texas,Other principal arterials,626.1
Rural (miles),120-144,Utah,Other principal arterials,104.8
Rural (miles),120-144,Vermont,Other principal arterials,16.3
Rural (miles),120-144,Virginia,Other principal arterials,133.0
Rural (miles),120-144,Washington,Other principal arterials,130.5
Rural (miles),120-144,West Virginia,Other principal arterials,130.5
Rural (miles),120-144,Wisconsin,Other principal arterials,263.5
Rural (miles),120-144,Wyoming,Other principal arterials,84.2
Rural (miles),120-144,Puerto Rico,Other principal arterials,12.2
Rural (miles),145-170,United States,Other principal arterials,"3,156.6"
Rural (miles),145-170,Alabama,Other principal arterials,26.1
Rural (miles),145-170,Alaska,Other principal arterials,38.1
Rural (miles),145-170,Arizona,Other principal arterials,80.9
Rural (miles),145-170,Arkansas,Other principal arterials,73.7
Rural (miles),145-170,California,Other principal arterials,168.4
Rural (miles),145-170,Colorado,Other principal arterials,116.3
Rural (miles),145-170,Connecticut,Other principal arterials,6.8
Rural (miles),145-170,Delaware,Other principal arterials,0.8
Rural (miles),145-170,District of Columbia,Other principal arterials,0.0
Rural (miles),145-170,Florida,Other principal arterials,42.1
Rural (miles),145-170,Georgia,Other principal arterials,41.5
Rural (miles),145-170,Hawaii,Other principal arterials,6.6
Rural (miles),145-170,Idaho,Other principal arterials,42.5
Rural (miles),145-170,Illinois,Other principal arterials,139.7
Rural (miles),145-170,Indiana,Other principal arterials,36.9
Rural (miles),145-170,Iowa,Other principal arterials,217.6
Rural (miles),145-170,Kansas,Other principal arterials,36.9
Rural (miles),145-170,Kentucky,Other principal arterials,24.0
Rural (miles),145-170,Louisiana,Other principal arterials,87.1
Rural (miles),145-170,Maine,Other principal arterials,19.5
Rural (miles),145-170,Maryland,Other principal arterials,5.5
Rural (miles),145-170,Massachusetts,Other principal arterials,2.7
Rural (miles),145-170,Michigan,Other principal arterials,32.1
Rural (miles),145-170,Minnesota,Other principal arterials,115.2
Rural (miles),145-170,Mississippi,Other principal arterials,96.0
Rural (miles),145-170,Missouri,Other principal arterials,45.4
Rural (miles),145-170,Montana,Other principal arterials,86.4
Rural (miles),145-170,Nebraska,Other principal arterials,121.2
Rural (miles),145-170,Nevada,Other principal arterials,17.2
Rural (miles),145-170,New Hampshire,Other principal arterials,4.1
Rural (miles),145-170,New Jersey,Other principal arterials,4.8
Rural (miles),145-170,New Mexico,Other principal arterials,94.1
Rural (miles),145-170,New York,Other principal arterials,84.5
Rural (miles),145-170,North Carolina,Other principal arterials,52.1
Rural (miles),145-170,North Dakota,Other principal arterials,45.3
Rural (miles),145-170,Ohio,Other principal arterials,38.0
Rural (miles),145-170,Oklahoma,Other principal arterials,108.7
Rural (miles),145-170,Oregon,Other principal arterials,63.7
Rural (miles),145-170,Pennsylvania,Other principal arterials,61.4
Rural (miles),145-170,Rhode Island,Other principal arterials,16.4
Rural (miles),145-170,South Carolina,Other principal arterials,54.0
Rural (miles),145-170,South Dakota,Other principal arterials,65.1
Rural (miles),145-170,Tennessee,Other principal arterials,55.7
Rural (miles),145-170,Texas,Other principal arterials,265.0
Rural (miles),145-170,Utah,Other principal arterials,45.4
Rural (miles),145-170,Vermont,Other principal arterials,9.8
Rural (miles),145-170,Virginia,Other principal arterials,55.1
Rural (miles),145-170,Washington,Other principal arterials,58.9
Rural (miles),145-170,West Virginia,Other principal arterials,63.5
Rural (miles),145-170,Wisconsin,Other principal arterials,143.7
Rural (miles),145-170,Wyoming,Other principal arterials,28.7
Rural (miles),145-170,Puerto Rico,Other principal arterials,11.3
Rural (miles),171-194,United States,Other principal arterials,"1,467.2"
Rural (miles),171-194,Alabama,Other principal arterials,10.4
Rural (miles),171-194,Alaska,Other principal arterials,26.8
Rural (miles),171-194,Arizona,Other principal arterials,38.9
Rural (miles),171-194,Arkansas,Other principal arterials,32.1
Rural (miles),171-194,California,Other principal arterials,74.6
Rural (miles),171-194,Colorado,Other principal arterials,59.3
Rural (miles),171-194,Connecticut,Other principal arterials,4.2
Rural (miles),171-194,Delaware,Other principal arterials,0.1
Rural (miles),171-194,District of Columbia,Other principal arterials,0.0
Rural (miles),171-194,Florida,Other principal arterials,16.1
Rural (miles),171-194,Georgia,Other principal arterials,12.1
Rural (miles),171-194,Hawaii,Other principal arterials,3.6
Rural (miles),171-194,Idaho,Other principal arterials,18.9
Rural (miles),171-194,Illinois,Other principal arterials,76.1
Rural (miles),171-194,Indiana,Other principal arterials,13.4
Rural (miles),171-194,Iowa,Other principal arterials,108.5
Rural (miles),171-194,Kansas,Other principal arterials,14.6
Rural (miles),171-194,Kentucky,Other principal arterials,12.0
Rural (miles),171-194,Louisiana,Other principal arterials,48.1
Rural (miles),171-194,Maine,Other principal arterials,12.5
Rural (miles),171-194,Maryland,Other principal arterials,2.2
Rural (miles),171-194,Massachusetts,Other principal arterials,0.5
Rural (miles),171-194,Michigan,Other principal arterials,14.0
Rural (miles),171-194,Minnesota,Other principal arterials,53.5
Rural (miles),171-194,Mississippi,Other principal arterials,47.7
Rural (miles),171-194,Missouri,Other principal arterials,19.6
Rural (miles),171-194,Montana,Other principal arterials,39.5
Rural (miles),171-194,Nebraska,Other principal arterials,59.5
Rural (miles),171-194,Nevada,Other principal arterials,6.6
Rural (miles),171-194,New Hampshire,Other principal arterials,2.6
Rural (miles),171-194,New Jersey,Other principal arterials,1.7
Rural (miles),171-194,New Mexico,Other principal arterials,48.4
Rural (miles),171-194,New York,Other principal arterials,37.1
Rural (miles),171-194,North Carolina,Other principal arterials,19.3
Rural (miles),171-194,North Dakota,Other principal arterials,18.6
Rural (miles),171-194,Ohio,Other principal arterials,15.7
Rural (miles),171-194,Oklahoma,Other principal arterials,50.6
Rural (miles),171-194,Oregon,Other principal arterials,27.5
Rural (miles),171-194,Pennsylvania,Other principal arterials,32.7
Rural (miles),171-194,Rhode Island,Other principal arterials,11.1
Rural (miles),171-194,South Carolina,Other principal arterials,21.5
Rural (miles),171-194,South Dakota,Other principal arterials,28.4
Rural (miles),171-194,Tennessee,Other principal arterials,27.6
Rural (miles),171-194,Texas,Other principal arterials,103.9
Rural (miles),171-194,Utah,Other principal arterials,12.1
Rural (miles),171-194,Vermont,Other principal arterials,5.2
Rural (miles),171-194,Virginia,Other principal arterials,21.7
Rural (miles),171-194,Washington,Other principal arterials,27.6
Rural (miles),171-194,West Virginia,Other principal arterials,35.1
Rural (miles),171-194,Wisconsin,Other principal arterials,78.4
Rural (miles),171-194,Wyoming,Other principal arterials,8.0
Rural (miles),171-194,Puerto Rico,Other principal arterials,6.8
Rural (miles),195-220,United States,Other principal arterials,862.4
Rural (miles),195-220,Alabama,Other principal arterials,6.7
Rural (miles),195-220,Alaska,Other principal arterials,24.5
Rural (miles),195-220,Arizona,Other principal arterials,24.9
Rural (miles),195-220,Arkansas,Other principal arterials,17.1
Rural (miles),195-220,California,Other principal arterials,43.1
Rural (miles),195-220,Colorado,Other principal arterials,37.5
Rural (miles),195-220,Connecticut,Other principal arterials,2.9
Rural (miles),195-220,Delaware,Other principal arterials,0.1
Rural (miles),195-220,District of Columbia,Other principal arterials,0.0
Rural (miles),195-220,Florida,Other principal arterials,6.5
Rural (miles),195-220,Georgia,Other principal arterials,4.7
Rural (miles),195-220,Hawaii,Other principal arterials,2.0
Rural (miles),195-220,Idaho,Other principal arterials,10.9
Rural (miles),195-220,Illinois,Other principal arterials,45.8
Rural (miles),195-220,Indiana,Other principal arterials,6.7
Rural (miles),195-220,Iowa,Other principal arterials,68.6
Rural (miles),195-220,Kansas,Other principal arterials,7.0
Rural (miles),195-220,Kentucky,Other principal arterials,4.4
Rural (miles),195-220,Louisiana,Other principal arterials,30.3
Rural (miles),195-220,Maine,Other principal arterials,8.0
Rural (miles),195-220,Maryland,Other principal arterials,1.9
Rural (miles),195-220,Massachusetts,Other principal arterials,0.7
Rural (miles),195-220,Michigan,Other principal arterials,7.9
Rural (miles),195-220,Minnesota,Other principal arterials,30.6
Rural (miles),195-220,Mississippi,Other principal arterials,26.3
Rural (miles),195-220,Missouri,Other principal arterials,10.7
Rural (miles),195-220,Montana,Other principal arterials,19.8
Rural (miles),195-220,Nebraska,Other principal arterials,42.9
Rural (miles),195-220,Nevada,Other principal arterials,2.2
Rural (miles),195-220,New Hampshire,Other principal arterials,2.5
Rural (miles),195-220,New Jersey,Other principal arterials,0.8
Rural (miles),195-220,New Mexico,Other principal arterials,27.9
Rural (miles),195-220,New York,Other principal arterials,21.9
Rural (miles),195-220,North Carolina,Other principal arterials,10.3
Rural (miles),195-220,North Dakota,Other principal arterials,12.6
Rural (miles),195-220,Ohio,Other principal arterials,8.9
Rural (miles),195-220,Oklahoma,Other principal arterials,33.8
Rural (miles),195-220,Oregon,Other principal arterials,19.4
Rural (miles),195-220,Pennsylvania,Other principal arterials,20.3
Rural (miles),195-220,Rhode Island,Other principal arterials,7.0
Rural (miles),195-220,South Carolina,Other principal arterials,12.8
Rural (miles),195-220,South Dakota,Other principal arterials,16.7
Rural (miles),195-220,Tennessee,Other principal arterials,15.2
Rural (miles),195-220,Texas,Other principal arterials,53.1
Rural (miles),195-220,Utah,Other principal arterials,5.4
Rural (miles),195-220,Vermont,Other principal arterials,2.8
Rural (miles),195-220,Virginia,Other principal arterials,8.7
Rural (miles),195-220,Washington,Other principal arterials,13.2
Rural (miles),195-220,West Virginia,Other principal arterials,19.3
Rural (miles),195-220,Wisconsin,Other principal arterials,44.5
Rural (miles),195-220,Wyoming,Other principal arterials,4.0
Rural (miles),195-220,Puerto Rico,Other principal arterials,6.5
Rural (miles),More than 220,United States,Other principal arterials,994.4
Rural (miles),More than 220,Alabama,Other principal arterials,5.2
Rural (miles),More than 220,Alaska,Other principal arterials,60.2
Rural (miles),More than 220,Arizona,Other principal arterials,24.9
Rural (miles),More than 220,Arkansas,Other principal arterials,17.1
Rural (miles),More than 220,California,Other principal arterials,64.4
Rural (miles),More than 220,Colorado,Other principal arterials,36.1
Rural (miles),More than 220,Connecticut,Other principal arterials,1.6
Rural (miles),More than 220,Delaware,Other principal arterials,0.3
Rural (miles),More than 220,District of Columbia,Other principal arterials,0.0
Rural (miles),More than 220,Florida,Other principal arterials,7.5
Rural (miles),More than 220,Georgia,Other principal arterials,5.1
Rural (miles),More than 220,Hawaii,Other principal arterials,3.2
Rural (miles),More than 220,Idaho,Other principal arterials,10.9
Rural (miles),More than 220,Illinois,Other principal arterials,60.4
Rural (miles),More than 220,Indiana,Other principal arterials,4.2
Rural (miles),More than 220,Iowa,Other principal arterials,64.0
Rural (miles),More than 220,Kansas,Other principal arterials,9.6
Rural (miles),More than 220,Kentucky,Other principal arterials,7.0
Rural (miles),More than 220,Louisiana,Other principal arterials,29.3
Rural (miles),More than 220,Maine,Other principal arterials,15.7
Rural (miles),More than 220,Maryland,Other principal arterials,3.5
Rural (miles),More than 220,Massachusetts,Other principal arterials,0.6
Rural (miles),More than 220,Michigan,Other principal arterials,12.0
Rural (miles),More than 220,Minnesota,Other principal arterials,24.1
Rural (miles),More than 220,Mississippi,Other principal arterials,27.4
Rural (miles),More than 220,Missouri,Other principal arterials,8.7
Rural (miles),More than 220,Montana,Other principal arterials,26.4
Rural (miles),More than 220,Nebraska,Other principal arterials,49.9
Rural (miles),More than 220,Nevada,Other principal arterials,2.7
Rural (miles),More than 220,New Hampshire,Other principal arterials,1.6
Rural (miles),More than 220,New Jersey,Other principal arterials,1.7
Rural (miles),More than 220,New Mexico,Other principal arterials,31.1
Rural (miles),More than 220,New York,Other principal arterials,20.2
Rural (miles),More than 220,North Carolina,Other principal arterials,13.2
Rural (miles),More than 220,North Dakota,Other principal arterials,26.0
Rural (miles),More than 220,Ohio,Other principal arterials,6.0
Rural (miles),More than 220,Oklahoma,Other principal arterials,49.5
Rural (miles),More than 220,Oregon,Other principal arterials,23.6
Rural (miles),More than 220,Pennsylvania,Other principal arterials,29.3
Rural (miles),More than 220,Rhode Island,Other principal arterials,6.2
Rural (miles),More than 220,South Carolina,Other principal arterials,9.6
Rural (miles),More than 220,South Dakota,Other principal arterials,16.6
Rural (miles),More than 220,Tennessee,Other principal arterials,16.2
Rural (miles),More than 220,Texas,Other principal arterials,39.3
Rural (miles),More than 220,Utah,Other principal arterials,4.9
Rural (miles),More than 220,Vermont,Other principal arterials,6.6
Rural (miles),More than 220,Virginia,Other principal arterials,6.6
Rural (miles),More than 220,Washington,Other principal arterials,13.4
Rural (miles),More than 220,West Virginia,Other principal arterials,17.2
Rural (miles),More than 220,Wisconsin,Other principal arterials,57.1
Rural (miles),More than 220,Wyoming,Other principal arterials,2.8
Rural (miles),More than 220,Puerto Rico,Other principal arterials,13.6
Rural (miles),Less than 60,United States,Other freeways and expressways,"2,996.8"
Rural (miles),Less than 60,Alabama,Other freeways and expressways,0.0
Rural (miles),Less than 60,Alaska,Other freeways and expressways,0.0
Rural (miles),Less than 60,Arizona,Other freeways and expressways,9.4
Rural (miles),Less than 60,Arkansas,Other freeways and expressways,9.4
Rural (miles),Less than 60,California,Other freeways and expressways,118.8
Rural (miles),Less than 60,Colorado,Other freeways and expressways,7.0
Rural (miles),Less than 60,Connecticut,Other freeways and expressways,20.7
Rural (miles),Less than 60,Delaware,Other freeways and expressways,12.6
Rural (miles),Less than 60,District of Columbia,Other freeways and expressways,0.0
Rural (miles),Less than 60,Florida,Other freeways and expressways,148.5
Rural (miles),Less than 60,Georgia,Other freeways and expressways,0.0
Rural (miles),Less than 60,Hawaii,Other freeways and expressways,0.0
Rural (miles),Less than 60,Idaho,Other freeways and expressways,30.5
Rural (miles),Less than 60,Illinois,Other freeways and expressways,21.3
Rural (miles),Less than 60,Indiana,Other freeways and expressways,71.5
Rural (miles),Less than 60,Iowa,Other freeways and expressways,0.0
Rural (miles),Less than 60,Kansas,Other freeways and expressways,207.4
Rural (miles),Less than 60,Kentucky,Other freeways and expressways,277.8
Rural (miles),Less than 60,Louisiana,Other freeways and expressways,3.2
Rural (miles),Less than 60,Maine,Other freeways and expressways,1.3
Rural (miles),Less than 60,Maryland,Other freeways and expressways,34.9
Rural (miles),Less than 60,Massachusetts,Other freeways and expressways,8.3
Rural (miles),Less than 60,Michigan,Other freeways and expressways,217.2
Rural (miles),Less than 60,Minnesota,Other freeways and expressways,17.7
Rural (miles),Less than 60,Mississippi,Other freeways and expressways,0.0
Rural (miles),Less than 60,Missouri,Other freeways and expressways,627.4
Rural (miles),Less than 60,Montana,Other freeways and expressways,0.0
Rural (miles),Less than 60,Nebraska,Other freeways and expressways,70.6
Rural (miles),Less than 60,Nevada,Other freeways and expressways,0.0
Rural (miles),Less than 60,New Hampshire,Other freeways and expressways,18.4
Rural (miles),Less than 60,New Jersey,Other freeways and expressways,25.0
Rural (miles),Less than 60,New Mexico,Other freeways and expressways,0.0
Rural (miles),Less than 60,New York,Other freeways and expressways,29.9
Rural (miles),Less than 60,North Carolina,Other freeways and expressways,260.7
Rural (miles),Less than 60,North Dakota,Other freeways and expressways,0.0
Rural (miles),Less than 60,Ohio,Other freeways and expressways,159.9
Rural (miles),Less than 60,Oklahoma,Other freeways and expressways,5.1
Rural (miles),Less than 60,Oregon,Other freeways and expressways,0.0
Rural (miles),Less than 60,Pennsylvania,Other freeways and expressways,125.5
Rural (miles),Less than 60,Rhode Island,Other freeways and expressways,6.2
Rural (miles),Less than 60,South Carolina,Other freeways and expressways,11.8
Rural (miles),Less than 60,South Dakota,Other freeways and expressways,142.8
Rural (miles),Less than 60,Tennessee,Other freeways and expressways,9.4
Rural (miles),Less than 60,Texas,Other freeways and expressways,24.8
Rural (miles),Less than 60,Utah,Other freeways and expressways,0.6
Rural (miles),Less than 60,Vermont,Other freeways and expressways,0.0
Rural (miles),Less than 60,Virginia,Other freeways and expressways,19.7
Rural (miles),Less than 60,Washington,Other freeways and expressways,168.2
Rural (miles),Less than 60,West Virginia,Other freeways and expressways,0.0
Rural (miles),Less than 60,Wisconsin,Other freeways and expressways,73.6
Rural (miles),Less than 60,Wyoming,Other freeways and expressways,0.0
Rural (miles),Less than 60,Puerto Rico,Other freeways and expressways,0.0
Rural (miles),60-94,United States,Other freeways and expressways,"2,272.8"
Rural (miles),60-94,Alabama,Other freeways and expressways,0.0
Rural (miles),60-94,Alaska,Other freeways and expressways,0.0
Rural (miles),60-94,Arizona,Other freeways and expressways,5.9
Rural (miles),60-94,Arkansas,Other freeways and expressways,41.3
Rural (miles),60-94,California,Other freeways and expressways,171.6
Rural (miles),60-94,Colorado,Other freeways and expressways,10.0
Rural (miles),60-94,Connecticut,Other freeways and expressways,11.8
Rural (miles),60-94,Delaware,Other freeways and expressways,13.4
Rural (miles),60-94,District of Columbia,Other freeways and expressways,0.0
Rural (miles),60-94,Florida,Other freeways and expressways,33.5
Rural (miles),60-94,Georgia,Other freeways and expressways,0.0
Rural (miles),60-94,Hawaii,Other freeways and expressways,0.0
Rural (miles),60-94,Idaho,Other freeways and expressways,21.4
Rural (miles),60-94,Illinois,Other freeways and expressways,10.1
Rural (miles),60-94,Indiana,Other freeways and expressways,40.5
Rural (miles),60-94,Iowa,Other freeways and expressways,0.0
Rural (miles),60-94,Kansas,Other freeways and expressways,152.9
Rural (miles),60-94,Kentucky,Other freeways and expressways,94.8
Rural (miles),60-94,Louisiana,Other freeways and expressways,7.6
Rural (miles),60-94,Maine,Other freeways and expressways,1.2
Rural (miles),60-94,Maryland,Other freeways and expressways,28.9
Rural (miles),60-94,Massachusetts,Other freeways and expressways,1.5
Rural (miles),60-94,Michigan,Other freeways and expressways,92.7
Rural (miles),60-94,Minnesota,Other freeways and expressways,15.5
Rural (miles),60-94,Mississippi,Other freeways and expressways,0.0
Rural (miles),60-94,Missouri,Other freeways and expressways,361.2
Rural (miles),60-94,Montana,Other freeways and expressways,0.0
Rural (miles),60-94,Nebraska,Other freeways and expressways,140.7
Rural (miles),60-94,Nevada,Other freeways and expressways,0.0
Rural (miles),60-94,New Hampshire,Other freeways and expressways,1.2
Rural (miles),60-94,New Jersey,Other freeways and expressways,8.8
Rural (miles),60-94,New Mexico,Other freeways and expressways,0.0
Rural (miles),60-94,New York,Other freeways and expressways,79.6
Rural (miles),60-94,North Carolina,Other freeways and expressways,177.9
Rural (miles),60-94,North Dakota,Other freeways and expressways,0.0
Rural (miles),60-94,Ohio,Other freeways and expressways,94.0
Rural (miles),60-94,Oklahoma,Other freeways and expressways,6.7
Rural (miles),60-94,Oregon,Other freeways and expressways,0.0
Rural (miles),60-94,Pennsylvania,Other freeways and expressways,153.4
Rural (miles),60-94,Rhode Island,Other freeways and expressways,3.2
Rural (miles),60-94,South Carolina,Other freeways and expressways,10.2
Rural (miles),60-94,South Dakota,Other freeways and expressways,102.6
Rural (miles),60-94,Tennessee,Other freeways and expressways,12.2
Rural (miles),60-94,Texas,Other freeways and expressways,55.9
Rural (miles),60-94,Utah,Other freeways and expressways,4.7
Rural (miles),60-94,Vermont,Other freeways and expressways,0.1
Rural (miles),60-94,Virginia,Other freeways and expressways,31.2
Rural (miles),60-94,Washington,Other freeways and expressways,224.2
Rural (miles),60-94,West Virginia,Other freeways and expressways,0.2
Rural (miles),60-94,Wisconsin,Other freeways and expressways,50.2
Rural (miles),60-94,Wyoming,Other freeways and expressways,0.0
Rural (miles),60-94,Puerto Rico,Other freeways and expressways,0.4
Rural (miles),95-119,United States,Other freeways and expressways,700.3
Rural (miles),95-119,Alabama,Other freeways and expressways,0.0
Rural (miles),95-119,Alaska,Other freeways and expressways,0.0
Rural (miles),95-119,Arizona,Other freeways and expressways,2.4
Rural (miles),95-119,Arkansas,Other freeways and expressways,17.7
Rural (miles),95-119,California,Other freeways and expressways,60.3
Rural (miles),95-119,Colorado,Other freeways and expressways,3.2
Rural (miles),95-119,Connecticut,Other freeways and expressways,0.7
Rural (miles),95-119,Delaware,Other freeways and expressways,1.6
Rural (miles),95-119,District of Columbia,Other freeways and expressways,0.0
Rural (miles),95-119,Florida,Other freeways and expressways,3.0
Rural (miles),95-119,Georgia,Other freeways and expressways,0.0
Rural (miles),95-119,Hawaii,Other freeways and expressways,0.0
Rural (miles),95-119,Idaho,Other freeways and expressways,3.6
Rural (miles),95-119,Illinois,Other freeways and expressways,9.3
Rural (miles),95-119,Indiana,Other freeways and expressways,19.1
Rural (miles),95-119,Iowa,Other freeways and expressways,0.0
Rural (miles),95-119,Kansas,Other freeways and expressways,27.4
Rural (miles),95-119,Kentucky,Other freeways and expressways,12.5
Rural (miles),95-119,Louisiana,Other freeways and expressways,6.1
Rural (miles),95-119,Maine,Other freeways and expressways,0.0
Rural (miles),95-119,Maryland,Other freeways and expressways,2.9
Rural (miles),95-119,Massachusetts,Other freeways and expressways,0.1
Rural (miles),95-119,Michigan,Other freeways and expressways,12.8
Rural (miles),95-119,Minnesota,Other freeways and expressways,3.5
Rural (miles),95-119,Mississippi,Other freeways and expressways,0.0
Rural (miles),95-119,Missouri,Other freeways and expressways,68.5
Rural (miles),95-119,Montana,Other freeways and expressways,0.0
